experiment_id,cortex_region,division,projection_strength_ipsi,projection_density_ipsi,projection_strength_contra,projection_density_contra,injection_volume
572969377,AUDd,CPl,7703.1025,0.052516318,1100.932,0.010607419182382564,0.04534583
294434867,VISam,CPl,274.01215,0.000935479,3.1096299,3.082390136044094e-05,0.077560057
602166541,VISp,CPl,32.45534,0.000129368,138.45769,0.000371809,0.002334407
267101850,ACAd,CPl,11.155495,0.000128061,20.849678,0.000200624,0.014210698
562521707,RSPd,CPiv,173.03278,0.000683737,0,0,0.126318678
650408717,VISli,CPiv,179.64668,0.001833753,1.7973508,4.735043201504145e-05,0.011728679
591623061,VISp,CPiv,2.2980757,2.53E-05,52.678387,0.000261196,0.18961287
520728084,SSs,CPiv,29017.324,0.032808007,0,0,0.036157813
299783689,AId,CPl,213205.2,0.214519518,11141.658,0.02290654,0.695014589
182461051,MOs,CPl,6470.618,0.020678687,997.1239,0.004100655,0.014314692
480069939,VISp,CPl,5232.858,0.057603261,6458.045,0.069468541,0.194205659
166269090,RSPv,CPl,412.59494,0.001161469,2.9286578,1.8063882343400553e-05,0.090878144
122642490,MOs,CPl,25246.023,0.038604976,3701.0754,0.010913429036038215,0.151070626
513773998,AIv,CPl,67907.67,0.062492962,4293.1396,0.013930866063230506,0.348697838
574941472,VISp,CPl,33.302094,0.000600797,286.84872,0.002862241,0.243418535
530008580,VISl,CPl,15.53134,7.08E-05,0,0,0.007221267
294435580,SSp-bfd,CPl,459.4735,0.001510602,14.933782,0.000174105,0.090038333
602828622,MOs,CPl,3254.728,0.011386626,1471.5314,0.005373967,0.014112638
267657327,VISam,CPl,9173.327,0.025844035,3355.4028,0.010820957331956892,0.08457743
562674923,RSPagl,CPiv,2615.8997,0.005677901,59.248672,0.000309699,0.137026452
592391705,ACAd,CPiv,215.92107,0.000523007,6.160436,4.1354760428721264e-05,0.109335964
651041703,VISa,CPiv,46743.97,0.030359929,4293.627,0.009357706,0.064806351
520750912,VISl,CPiv,2602.807,0.005328615,204.97125,0.000736315,0.054751517
182467026,SSp-bfd,CPl,18413.246,0.024032266,84.50858,0.000383108,0.019845426
299784429,SSp-tr,CPl,108625.586,0.107463881,938.8739,0.004434875,0.097948305
166269819,VISp,CPl,3.0105402,5.10E-05,3.3389587,6.333888957856193e-05,0.024459992
125801033,ACAv,CPl,1640.7131,0.00483697,0.6768335,3.228438546480099e-06,0.136174087
574950390,VISp,CPl,13.677787,0.000137516,5.675603,5.080947331484155e-05,0.216288822
480994108,ORBvl,CPl,241218.55,0.297243644,193556.2,0.27361777670504794,0.533550886
530018580,VISl,CPl,84.34859,0.000411088,47.130596,0.0002346,0.006848468
514506712,AIv,CPl,29868.018,0.066652805,8394.307,0.026765677239931018,0.12671153
294481346,VISpm,CPl,1100.2834,0.00460752,298.32336,0.002080421,0.129882193
267658040,RSPv,CPl,3626.2043,0.007171208,581.20056,0.00193322,0.06402513
603208501,VISal,CPl,1591.9401,0.002621415,6.86812,3.820318946668117e-05,0.018129904
566244185,VISam,CPiv,3039.71,0.006004358,17.242634,6.5568049527322e-05,0.107546876
592392441,VISpor,CPiv,4166.444,0.011774269,87.63882,0.000675589,0.367174366
651702588,VISa,CPiv,33127.73,0.032508762,2023.1443,0.011089379,0.095199356
182467736,RSPd,CPl,25.560867,0.000220379,8.51099,0.000120452,0.081712723
299829892,ACAv,CPl,1833.0128,0.005398334,117.77821,0.000446293,0.122642022
520985971,VISp,CPiv,102.52827,0.000410396,65.34899,0.000338064,0.033481996
166271142,RSPv,CPl,916.9477,0.002607656,0.8194255,1.1914475588200364e-05,0.134170555
125833030,ACAd,CPl,148341.23,0.145697433,97440.984,0.11803717085780766,0.199436448
575216368,MOs,CPl,130243.625,0.178968645,540.0713,0.001877798,0.159591991
515254107,SSp-ul,CPl,1014.07996,0.005644156,0,0,0.005427492
482578964,VISp,CPl,1951.2373,0.005840707,4104.1553,0.009701381,0.043191966
294482052,VISp,CPl,157.5264,0.000521777,73.867355,0.000402094,0.060788077
530555292,VISp,CPl,319.06995,0.001317126,650.8743,0.002034762,0.102772649
267658747,SSp-ll,CPl,141184.28,0.124116936,18044.143,0.046168439,0.183756429
603211567,MOs,CPl,4871.3516,0.015345076,318.75293,0.001448723,0.015842674
566454054,VISrl,CPiv,3117.6716,0.005357594,15.763109,0.000127908,0.099840548
592513871,AUDd,CPiv,3476.9446,0.007060979,51.120426,0.000207312,0.07153609
652753758,VISpor,CPiv,4797.127,0.016907871,795.463,0.004838891,0.053958099
520996382,VISal,CPiv,470.82605,0.001432274,17.885214,0.000158962,0.078424206
182616478,MOp,CPl,28910.416,0.049352218,461.21988,0.002190188,0.169185965
299859225,VISp,CPl,6.3978343,4.38E-05,0,0,0.074952189
166323186,SSp-ll,CPl,17884.842,0.039203314,58.606922,0.000260043,0.052076705
126117554,ACAv,CPl,12757.954,0.025578457,14204.982,0.028596739968876315,0.135139795
530574594,VISp,CPl,46.956966,0.00027411,953.99207,0.002772691,0.097888456
575772121,VISp,CPl,13.389384,0.000127754,5.0710454,2.4367024267480744e-05,0.045886021
267659565,MOs,CPl,53558.71,0.066024028,46.81487,0.00022307,0.138290103
294484177,VISp,CPl,28.077574,0.000231986,2.4464154,3.205378271148098e-05,0.077423097
482580380,VISl,CPl,855.57404,0.008419307,46.142082,0.000587345,0.175383701
516491813,VISam,CPl,79.93583,0.000646687,257.8291,0.002227546,0.045142524
603331422,MOs,CPl,6703.0776,0.026609175,4388.9487,0.016581952,0.015558579
566730846,AUDpo,CPiv,3209.9092,0.00621459,4.1175027,2.9209682087200893e-05,0.165472608
592518697,VISl,CPiv,4625.404,0.009462938,61.17942,0.00018994,0.403550084
653191449,VISa,CPiv,5155.784,0.015016236,10.502673,0.000163574,0.30825461
521264566,RSPv,CPiv,1519.8645,0.002522179,0.004776853,6.918082599600212e-07,0.187878858
300235349,MOs,CPl,50361.91,0.126091894,16337.1,0.058011735374116455,0.079821823
182686935,AUDp,CPl,14.939363,0.000129522,3.9421823,4.1201025259841264e-05,0.01171341
166323896,ACAd,CPl,40627.754,0.105027409,14566.96,0.048596763,0.170980404
126190033,ACAv,CPl,555.4081,0.001720143,6.031986,2.9517152424960903e-05,0.077328512
531441947,VISp,CPl,172.3937,0.000682277,631.62396,0.001853892,0.05973787
267660272,SSp-bfd,CPl,4254.5586,0.00926093,21.186914,0.000151967,0.009807195
294516943,VISpor,CPl,11.321529,8.26E-05,0.8417299,2.090798296768064e-05,0.011844737
566732238,VISp,CPiv,6.099196,9.66E-05,8.940058,0.000135056,0.071878492
482581199,RSPd,CPl,85.85628,0.001376698,3.0836787,0.000158655,0.205024859
576340889,VISpor,CPl,4611.9727,0.039772134,632.29456,0.0061059,0.212324232
516545903,SSp-n,CPl,4458.661,0.013314234,0,0,0.006613264
603479758,VISp,CPl,80.66103,0.000419851,302.18494,0.001010809,0.115881178
593016678,VISp,CPiv,4.683171,3.65E-05,57.04621,0.000249128,0.127057794
656632388,VISp,CPiv,1213.3402,0.002089415,20592.29,0.013087167,0.105423941
521402511,VISrl,CPiv,1182.045,0.004198738,21.714006,0.000152352,0.06297063
300929973,VISp,CPl,405.38382,0.001676328,32.03589,0.00016834,0.081151987
182793477,MOs,CPl,838508.1,0.335337374,512586.3,0.328375169,0.255286688
166324604,VISp,CPl,64.299614,0.000211847,0,0,0.107350592
126353451,ORBl,CPl,37907.848,0.02975967,1097.7904,0.003163716,0.096958133
267705378,ACAd,CPl,243.73206,0.000681431,7.581204,6.303141924080193e-05,0.041179149
534175823,VISal,CPl,6.2515187,0.000117223,66.78771,0.000895815,0.00106889
566992832,VISp,CPiv,4.7556696,2.95E-05,120.29407,0.000327687,0.003263338
294525229,AId,CPl,53776.42,0.129456773,47715.5,0.11652518547187281,0.028185537
482639810,VISp,CPl,72.0302,0.000913725,40.67287,0.000719942,0.029919096
516838033,RSPv,CPl,691.7385,0.003329519,4.298793,4.127789284428126e-05,0.161995156
603574321,MOs,CPl,20486.178,0.067676681,6871.726,0.026206004357623363,0.016137378
576341623,RSPagl,CPl,8001.3306,0.040694775,903.47864,0.009285297,0.194441859
593277684,VISpl,CPiv,829.2147,0.002056592,39.036507,0.000176949,0.318671147
656842599,VISp,CPiv,0.000573026,1.54E-07,1.9405907,1.4989178965800458e-05,0.041857755
521600217,ORBl,CPiv,376.94775,0.00151114,2.2656221,4.0586084584321244e-05,0.077308324
301179679,ACAv,CPl,128.9365,0.000572433,54.10605,0.000394715,0.027798472
182795499,MOs,CPl,32817.32,0.094923626,14180.597,0.045358485,0.099009929
166325321,RSPv,CPl,404.39105,0.001115118,1.538103,1.3221224523680405e-05,0.093930697
126852363,SSp-tr,CPl,318116.22,0.194874162,88228.39,0.12368947494443434,0.413807038
267749107,ACAv,CPl,1.532911,2.74E-05,0,0,0.026372667
535692871,VISp,CPl,145.61826,0.000487725,270.6384,0.001025875,0.102440008
294525944,MOs,CPl,417341.12,0.276464337,187715.4,0.2366373967716383,0.13137437
569994739,AUDp,CPiv,398.97513,0.001572711,0,0,0.112992961
482640524,VISp,CPl,9.371449,0.000202854,14.810785,0.000403324,0.005872251
516848198,ACAd,CPl,0.4728024,5.53E-06,3.0471857,2.4443891851920748e-05,0.008532435
603891334,MOs,CPl,10504.71,0.039130443,4597.741,0.018043282,0.021445587
576660608,VISrl,CPl,131.89873,0.00050256,1.0886586,1.798701475896055e-05,0.008745236
595858299,VISli,CPiv,2186.954,0.010768534,78.08457,0.000823559,0.040060496
656958144,VISpm,CPiv,38.588547,0.000177564,37.65631,0.000245054,0.008243739
100141454,MOs,CPp,760.90424,0.003263029,276.0595,0.001368935,0.099027951
301210923,VISl,CPl,117.502335,0.000374038,4.867825,3.2514988218120996e-05,0.045877186
182803137,SSp-ll,CPl,714714.4,0.298499737,176728.67,0.2074835974183253,0.198844862
166326029,SSp-ul,CPl,7138.0176,0.023667683,75.48074,0.000426,0.129514575
126860974,ORBm,CPl,119449.34,0.135566209,77374.16,0.10619341344729209,0.282773346
267749821,SSp-n,CPl,11821.432,0.016971978,149.31534,0.000513322,0.042689207
535696750,VISa,CPl,39.34666,0.000398405,3.598415,9.085748480808279e-05,0.000496815
570460301,VISpm,CPiv,91.332306,0.000323305,0.08324291,4.227717144200129e-06,0.100629987
294532700,MOs,CPl,410330.25,0.334400127,355204.28,0.3251546479714452,0.070942842
516848906,ACAv,CPl,7.6148705,5.92E-05,5.566417,4.366078796192134e-05,0.002298977
483013787,VISp,CPl,0.023595981,1.69E-06,11.807354,4.758103476836146e-05,0.07211526
604581497,VISp,CPl,24.414799,0.000128215,48.565636,0.000280874,0.030568564
100141473,SSp-bfd,CPp,20682.14,0.020808747,315.22342,0.001350256,0.183524482
576684233,VISal,CPl,104.00201,0.000441912,1.6472912,1.990870436996061e-05,0.016431171
595884140,RSPagl,CPiv,62.262314,0.000331607,8.4140415,5.726635040780175e-05,0.004125209
656959718,VISa,CPiv,12984.248,0.021481108,228.49626,0.002063741,0.130412197
301267162,MOs,CPl,1986337.8,0.376832341,1581418.8,0.37768257300402747,0.285940794
182814071,MOs,CPl,202858.36,0.257319773,129769.28,0.21782697644815646,0.218993936
166326736,VISp,CPl,64.647255,0.000433994,31.852161,0.00033937,0.125922542
267750528,MOs,CPl,109289.336,0.122396793,95.41076,0.00041816,0.178399866
126861679,VISam,CPl,90376.555,0.108915986,8434.458,0.024960288284188684,0.169237043
148964212,SSp-ul,CPp,53.444782,0.000196397,0.5684099,1.2529416263720384e-05,0.039421335
536298009,VISp,CPl,295.72165,0.000880826,293.87946,0.000957155,0.017242709
517072832,VISp,CPl,137.75198,0.00422249,204.03436,0.005194481,0.011313372
294533406,VISa,CPl,50564.617,0.082657712,10897.996,0.027999017632270858,0.087140787
483014695,VISp,CPl,9.659636,0.00026158,31.305508,0.000593879,0.055228052
100141495,SSp-tr,CPp,12663.528,0.015890913,223.11375,0.001056161,0.130780931
605661910,VISam,CPl,11870.305,0.027326119,2642.5295,0.007061902,0.036344878
596252304,VISp,CPiv,0.05492585,1.15E-06,414.38007,0.001081143,0.037201229
657046319,VISp,CPiv,0.001002744,7.69E-08,25.64853,0.000105309,0.020778666
577241399,VISp,CPl,16.288773,0.000288253,3.887209,0.000119837,0.001581775
182886547,AUDp,CPl,50.707474,0.000222532,34.993176,0.000128369,0.186125696
166459070,SSp-bfd,CPl,21263.752,0.0457223,1373.7375,0.006067235,0.116772086
267761438,VISa,CPl,25654.037,0.036384579,69.63384,0.000391948,0.055606773
126907302,SSp-bfd,CPl,295105.62,0.192508024,48097.035,0.07863208,0.627606582
156394513,MOs,CPp,29.198706,8.00E-05,2.2115905,1.4989178965800458e-05,0.139516965
517077687,VISp,CPl,43.87738,0.000770521,100.27501,0.004356701,0.161307726
296047084,SSs,CPl,14633.41,0.021198004,15.422569,0.000121066,0.079355544
536298726,VISp,CPl,40.945927,0.000201239,90.466255,0.00039041,0.225206489
100141563,MOp,CPp,2157.5242,0.006250026,139.08763,0.000800499,0.172595856
484503464,VISl,CPl,212.88821,0.002258139,27.116524,0.000355589,0.204063577
596253012,VISp,CPiv,137.24915,0.000534153,4132.539,0.002312408,0.065161915
176430283,AUDd,CPp,16697.809,0.022114804,230.14966,0.000907114,0.370740311
657162589,VISl,CPiv,1485.4291,0.004164609,3.5254135,4.642802100176142e-05,0.045411191
606100558,AUDpo,CPl,26134.754,0.047652598,2267.9604,0.005512174,0.065065689
577298618,RSPagl,CPl,100.80071,0.001717529,58.4036,0.000821253,0.001625605
182896517,VISpm,CPl,556.82166,0.002589823,0,0,0.150857006
166459778,VISal,CPl,152.5515,0.000593418,1.45499,3.966367357104121e-05,0.028032359
267762859,AIv,CPl,209230.89,0.066588006,991.47577,0.003769433,0.355313896
126908007,SSp-n,CPl,554853.06,0.254295418,90440.695,0.1138322833861862,0.358578119
156395997,SSs,CPp,10631.742,0.014817841,6.0307474,4.2200303857561294e-05,0.07813122
517078399,VISli,CPl,971.7152,0.008436294,4.599014,8.893579519708272e-05,0.257787765
536299435,VISp,CPl,136.24045,0.000656065,707.2509,0.002670226,0.148783972
296047806,AId,CPl,135042.42,0.197542005,3313.6748,0.011376402497120347,0.76210531
100141780,MOp,CPp,3840.07,0.00560749,3197.9258,0.005154817,0.175196678
596798450,MOs,CPiv,459.94418,0.0018861,66.77467,0.000375575,0.007647119
176433237,MOs,CPp,25.261911,0.000119145,0.48207778,1.4604841043600447e-05,0.10717672
485237081,VISpm,CPl,771.0536,0.002793522,14.491828,0.000109459,0.089030217
661987195,VISpor,CPiv,24915.514,0.032392154,501.99503,0.002692364,0.399825026
606250170,MOp,CPl,84603.66,0.076882958,14.938054,7.594517342672233e-05,0.018604538
577773267,SSs,CPl,2865.875,0.00909159,61.009567,0.000258275,0.160008706
183171679,SSp-bfd,CPl,21166.818,0.044436228,113.29685,0.000648378,0.019783506
166460484,MOs,CPl,120727.84,0.227141713,97415.84,0.18151188545807506,0.17871182
268038262,ACAv,CPl,641.94025,0.002579599,601.5289,0.002435626,0.026000431
126909424,MOp,CPl,1233631.2,0.385100218,547657.4,0.3602270207238851,0.305403613
156492394,MOs,CPp,224.52345,0.001232725,81.92552,0.000509863,0.256714332
538078619,RSPv,CPl,80.77765,0.000357281,0,0,0.166729909
517082898,MOs,CPl,653668.5,0.386190969,541646.25,0.3880764540368357,0.057738391
176496282,SSp-un,CPp,66.817795,0.000263195,14.626156,9.170302823692281e-05,0.2148493
296048512,AId,CPl,269044.53,0.289298918,93123.44,0.19635270998590632,0.384112411
100142655,SSp-bfd,CPp,7809.812,0.009783937,2681.8237,0.006784564,0.175920427
485847695,AIp,CPl,19969.555,0.035651339,1610.572,0.005272578,0.059092378
597007143,VISa,CPiv,8743.803,0.018423546,341.62695,0.003125359,0.353366989
666909423,VISp,CPiv,13.892984,8.92E-05,75.25326,0.000262964,0.06141024
606570335,MOs,CPl,5964.993,0.015406416,18.376242,0.000103541,0.02529761
183173527,VISp,CPl,59.682976,0.000210771,21.653084,0.00016319,0.017167989
166461193,MOp,CPl,7775.494,0.024844064,72.67712,0.000340293,0.029274246
268040381,VISp,CPl,7.535478,6.31E-05,24.645775,0.000186558,0.038241335
579628905,VISp,CPl,37.552937,0.000543992,76.51378,0.000833936,0.003658432
127084296,MOp,CPl,1712266.8,0.394534868,1222070,0.39623763921199967,0.344317826
156493815,AUDd,CPp,19960.426,0.024003671,18.086782,0.000126524,0.237899586
539519329,ORBm,CPl,5011.6763,0.011106059,8307.384,0.025177747,0.082578448
177319236,SSp-ll,CPp,0.00037349,3.07E-07,0.05236166,6.918082599600212e-07,0.243838504
296052133,VISp,CPl,86.040375,0.000608868,0.1991792,3.7665116375601154e-06,0.06588199
100147853,VISp,CPp,694.5174,0.001713763,1.3014694,1.7833279590080546e-05,0.073547618
597007858,MOp,CPiv,2771.3518,0.003340896,1.5895785,1.7218338914560526e-05,0.031324492
517313256,MOs,CPl,696770.5,0.336541197,573991,0.32068502853901243,0.093380937
495344543,VISl,CPl,264.0137,0.001050165,38.535004,0.000131982,0.0904888
667294910,VISrl,CPiv,7226.553,0.010640319,15.4285755,8.18639774286025e-05,0.037990327
606785720,MOs,CPl,1097993.5,0.352000037,693099.9,0.34223270354440277,0.065862537
166461899,VISl,CPl,31.118465,0.000134288,6.472342,4.9272121626041505e-05,0.041170648
183330908,AIp,CPl,82764.14,0.115891797,24477.684,0.050889416,0.244780402
580150240,VISp,CPl,16.487343,0.000359894,21.380274,0.000490261,0.043985541
268320515,VISp,CPl,97.16413,0.0003735,143.14806,0.000680355,0.189013462
127089669,VISpor,CPl,38355.535,0.095358389,6480.629,0.021982668665736314,0.359923581
156546627,ACAv,CPp,0,0,0.91164315,1.8140749927840556e-05,0.009907086
539521918,ACAd,CPl,2315.913,0.004776167,5723.3086,0.010906818423776374,0.026295002
177319974,MOs,CPp,0.7435014,1.92E-06,0,0,0.267696898
100148142,RSPv,CPp,40.101894,0.00014405,0,0,0.122177531
296052839,SSp-ll,CPl,149369.78,0.171532321,20010.518,0.055509619,0.072593833
597256577,VISp,CPiv,71.18586,0.000590266,2037.9387,0.006221432,0.133544179
517314004,MOs,CPl,408532.34,0.347911681,374352.06,0.3476412605207702,0.058013962
495345251,VISpm,CPl,73.96561,0.000328916,1.907251,3.3744869569161036e-05,0.16906423
606929366,VISp,CPl,45.43837,0.000591496,124.136604,0.001259399,0.106491112
670228985,SSp-bfd,CPiv,7245.67,0.015965935,1142.2739,0.005794048,0.070089781
167569313,MOs,CPl,322296.4,0.326664404,170354.92,0.27473481644213005,0.166748411
183374804,SSp-bfd,CPl,1433.1155,0.005502259,4.043841,1.5604119641320476e-05,0.119485873
272697944,MOp,CPl,250350.78,0.211171012,151743.14,0.16964898801903394,0.371043994
127560043,ORBvl,CPl,1299.0245,0.00297908,163.10147,0.000485342,0.040033943
582814018,ACAv,CPl,78338.73,0.110158013,38152.902,0.070641387,0.16882362
156741826,ORBl,CPp,374.1326,0.001290453,3.6442413,3.120823928264095e-05,0.422765375
177322838,SSp-n,CPp,73.17472,0.00030993,0.3877054,3.8433792220001173e-07,0.016850152
540140513,MOs,CPl,637775.8,0.377642986,515029.06,0.37055479563407495,0.054459335
100148503,VISam,CPp,7348.28,0.015197798,305.55026,0.001254095,0.088840499
297225422,VISl,CPl,1743.627,0.007105409,484.32074,0.002380205,0.046423737
598604288,MOs,CPiv,62162.95,0.074587692,38493.66,0.061097354,0.080707052
670657874,VISp,CPiv,35.976803,0.000143358,32.008217,0.000153043,0.029702161
167570021,SSp-bfd,CPl,96618.14,0.114897207,575.3913,0.002609808,0.18992451
517325325,VISrl,CPl,5684.8047,0.021514238,87.78928,0.000722402,0.176311036
183461297,ACAv,CPl,1216.4701,0.004176908,1291.7937,0.003861827,0.123157649
606930364,VISam,CPl,217.19658,0.00198695,40.975094,0.000374038,0.004487221
495562600,VISl,CPl,3865.9958,0.011304301,132.35146,0.000570281,0.071435037
272698650,SSp-ll,CPl,566247.06,0.244081869,108732.29,0.16104719784985994,0.182746911
127866392,SSp-bfd,CPl,356026.78,0.264431562,76013.516,0.12728895332100634,0.175445068
583749274,MOs,CPl,4592.7505,0.010467674,684.6778,0.002816351,0.030925583
156785529,ACAd,CPp,0,0,0,0,0.090982063
177459319,MOs,CPp,5.525579,1.06E-05,5.423655,1.3836165199200424e-05,0.233965337
540145406,VISrl,CPl,123551.31,0.10951786,13024.204,0.026334757561560364,0.200677912
100149969,SSp-m,CPp,193.31192,0.000831554,10.753155,6.787407706052207e-05,0.19785759
599076623,RSPv,CPiv,2.0609746,5.15E-05,3.1791658,5.54983959656817e-05,0.013946175
297231636,VISal,CPl,27422.34,0.048556792,2379.1692,0.007743179,0.083040819
671033786,VISp,CPiv,26.80498,9.67E-05,4.429797,3.1669444789280966e-05,0.042715569
167791990,MOs,CPl,6108.4976,0.019273009,1503.3955,0.00527719,0.00285468
183470468,ACAv,CPl,888.2139,0.003141732,2577.1912,0.006745592,0.168668055
614094233,RSPagl,CPl,35.20421,0.00012883,0.40849066,6.841215015160209e-06,0.015256595
157062358,VISpor,CPp,72783.086,0.03713719,1137.3373,0.004910224,0.073378578
517326050,VISam,CPl,2297.3638,0.014389304,313.29385,0.002147527,0.21717731
496097913,ILA,CPl,8232.996,0.045191222,2686.4524,0.025242623,0.155161792
139426984,ACAd,CPl,11601.254,0.028394963,12229.654,0.022510595,0.125346312
272735030,SSp-bfd,CPl,93208.125,0.105632434,2302.5037,0.009859421,0.10888387
584194481,ACAd,CPl,18616.395,0.037962978,5363.4688,0.013272341467333006,0.156103749
177782493,SSp-m,CPp,345.8659,0.000664905,6.8918257,2.5750640787400787e-05,0.082687951
540146149,VISp,CPl,721.2906,0.001506374,483.52722,0.001815997,0.039305058
112162251,SSp-n,CPp,2129.8545,0.003466882,10.71538,0.000126601,0.119680579
257666283,SSp-m,CPp,1016.7641,0.001731519,0.40649933,6.5337446774002e-06,0.071651441
297233422,VISam,CPl,1117.2917,0.004984171,233.06358,0.001347104,0.037406821
671463542,MOs,CPiv,272.30176,0.000654835,152.75922,0.000380341,0.036439394
167794131,VISal,CPl,5985.6885,0.012982243,169.14822,0.000742003,0.14535113
183471174,ORBl,CPl,10858.344,0.02727431,2045.2699,0.007938577,0.192002168
157654817,SSp-m,CPp,297.3123,0.000774364,6.8828087,3.566655918016109e-05,0.138258557
614735393,MOs,CPl,487703.9,0.304698954,296126.56,0.2685837954676566,0.03670615
517962038,VISp,CPl,76.389336,0.000397867,348.90042,0.001271774,0.124147586
272735744,RSPv,CPl,619.82996,0.001407907,60.09336,0.000308777,0.111492179
139519496,AUDd,CPl,2187.6174,0.009862188,2.121007,3.4129207491361046e-05,0.121590462
177783204,ACAd,CPp,0,0,0,0,0.071048525
496113850,RSPv,CPl,85.88404,0.001006735,27.198818,5.057887056152155e-05,0.16037702
584507699,VISp,CPl,123.66743,0.002813738,113.31777,0.002471831,0.014912983
545434921,PL,CPl,1284.2346,0.004749033,847.1064,0.003178551,0.005232499
112229103,RSPagl,CPp,2168.1855,0.008039888,10.236778,5.918804001880181e-05,0.036553228
257667118,VISp,CPp,2164.0276,0.004034472,0.100305475,2.1522923643200658e-06,0.027626068
297592527,VISp,CPl,176.7846,0.000726783,73.22957,0.000430997,0.044995406
671464291,MOs,CPiv,1242.0638,0.00376828,246.7684,0.000657679,0.044265336
167902586,ORBvl,CPl,726679.3,0.333236506,525304.8,0.29245141103903066,0.52642515
157710335,MOs,CPp,3601.4377,0.005508792,1674.6193,0.004075904,0.125495145
183472596,ACAd,CPl,59434.6,0.111894913,17526.596,0.051507662,0.134201112
272736450,VISpor,CPl,825.22876,0.002813969,0.09469988,3.228438546480099e-06,0.197441266
517962765,VISp,CPl,56.686684,0.000306702,343.88153,0.001230266,0.17730064
177893658,MOp,CPp,53.644695,0.000208004,0,0,0.103790536
614737677,MOs,CPl,50296.367,0.107265639,48094.215,0.10551313532499806,0.014262017
139520203,ACAv,CPl,3127.9172,0.011537824,2712.697,0.008151192,0.123935749
584511119,VISp,CPl,85.24266,0.000677665,97.12297,0.000501484,0.007525482
496150781,MOs,CPl,4428.091,0.024952525,143.18271,0.001687243,0.335518641
112229814,SSp-ul,CPp,7339.403,0.007743871,272.10434,0.000936632,0.189563242
552430870,VISl,CPl,192.4801,0.000776593,112.87196,0.000536997,0.010716791
257667830,VISpm,CPp,61.891895,0.000269728,0.002445619,2.3060275332000706e-07,0.048918709
297593235,VISp,CPl,3.4694133,8.06E-05,6.4872475,8.340132911740256e-05,0.014275459
100140756,FRP,CPl,457161.38,0.373831353,328997.16,0.34613327224922624,0.156189793
157711748,PL,CPp,2103.1519,0.00676527,398.46942,0.001396684,0.137653466
168002073,MOs,CPl,188481.66,0.238196425,29855.068,0.075124996,0.270740935
183617432,MOs,CPl,297218.72,0.294797487,99659.23,0.21085639328838374,0.255162267
177907797,SSp-bfd,CPp,473.75217,0.000996204,0.4971158,5.841936417440179e-06,0.016064064
272737914,AId,CPl,67043.93,0.084407449,1415.5934,0.004185978,0.243130748
616676552,MOs,CPl,29395.564,0.067493429,2537.292,0.007642022,0.005584544
584513749,MOs,CPl,8444.062,0.013941551,598.78735,0.002123621,0.022066466
518023283,MOs,CPl,223123.06,0.229639218,96255.73,0.14455986966332382,0.11681749
141602484,MOs,CPl,980725.75,0.39306001,790559.1,0.3828150984846709,0.209096054
496151571,MOs,CPl,37596.043,0.118305823,11574.49,0.086764747,0.099385642
112306316,ORBl,CPp,3924.0337,0.007171515,321.0049,0.001263472,0.316557444
552431726,VISam,CPl,101.354355,0.00039264,1624.9995,0.004730431,0.450044577
258316155,ACAd,CPp,5111.387,0.007530871,771.9715,0.002566147,0.103667144
297593942,VISl,CPl,7837.4146,0.020797755,1326.2898,0.00378619,0.043756637
100140949,RSPv,CPl,3802.9072,0.009487843,34.430954,0.000123296,0.184504365
157769139,VISa,CPp,25.044153,8.39E-05,0.005122919,1.3836165199200424e-06,0.057249503
168003640,SSp-bfd,CPl,19902.46,0.030787927,17.576088,0.00010823,0.250750542
178284661,SSp-ll,CPp,40.67508,0.000122604,0.35879654,6.149406755200188e-06,0.015437811
183618139,MOs,CPl,286447.47,0.266734515,125744.89,0.2067022384224927,0.276455334
272781246,ORBm,CPl,29166.227,0.038722199,10614.904,0.018378348,0.349502954
112373124,SSp-n,CPp,663.54675,0.001340109,0.7581652,1.5450384472440473e-05,0.044468946
146077302,VISpm,CPl,286.08148,0.001107354,20.371325,9.992785977200306e-05,0.061059292
616857128,MOs,CPl,450751.94,0.315784566,350685.9,0.3120999186356619,0.025433671
518222038,MOs,CPl,7256.8853,0.014943289,21.42415,0.000117838,0.008636872
584895127,RSPd,CPl,69.20222,0.000167956,10.000444,8.370879945516256e-05,0.039015814
496152279,VISp,CPl,10.912603,0.000254509,2.7935488,8.893579519708272e-05,0.004784551
552544043,VISp,CPl,16.544903,0.000300014,3.6086695,0.000107461,0.001198397
258915564,MOs,CPp,172.96294,0.000485649,14.522933,7.363914589352226e-05,0.192081725
297652799,SSp-ll,CPl,563760.94,0.252658446,91578.88,0.13114024990420378,0.368362243
157954927,AUDp,CPp,56984.223,0.026683121,9.83651,0.000135518,0.338427085
100141219,VISp,CPl,91.123924,0.000486802,7.4717607,4.881091611940149e-05,0.204278883
168162771,MOs,CPl,1008048.5,0.386191507,750716,0.3832238802987228,0.305907451
178487444,SSp-bfd,CPp,0.051895615,3.07E-06,0.28026912,1.0146521146080311e-05,0.012241405
272782668,VISp,CPl,3.5079844,1.24E-05,0.12305097,5.22699574192016e-06,0.235682082
183618845,ORBvl,CPl,155029.94,0.22133921,46578.555,0.120167325,0.385729411
112373830,VISli,CPp,77200.88,0.033316179,2824.7183,0.006523598,0.078440214
277852088,SSp-m,CPp,666.4766,0.001277847,8.704122,9.193363099024282e-05,0.186192748
